ID,Name,Nationality,Date Of Birth,Height,Position,Appearances,Wins,Losses,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Goals,Assists,Passes,Passes per match,Accurate long balls,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Big Chances Created,Crosses,Cross accuracy %,Through balls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Club
21760,Luka Racic,Denmark,08/05/1999 (22),,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,Brentford
21774,Jan Mlakar,Slovenia,23/10/1998,183cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
21797,Oladapo Afolayan,England,11/09/1997,180cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
21809,Harry Souttar,Australia,22/10/1998,198cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
21820,Joshua Bohui,England,03/03/1999,180cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
21821,Adam Lewis,England,08/11/1999,175cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
21848,Josh Gordon,England,10/10/1994,178cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
21858,Ryan Hill,England,19/03/1998,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21881,Nathan Bishop,England,15/10/1999,185cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21886,Kyle Jameson,England,11/09/1998,183cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
21887,Conor Gallagher,England,06/02/2000 (21),182cm,Midfielder,40,6,18,,,,,,,,,,,0,,14,0,66,6,4,"1,211",30.28,62,107,53%,,14,34,36,14,,250,261,276,42,30,45,4,110,24%,2,2,0,5,1,3,0.15,0,0,52,17,33%,4,Crystal Palace
21903,Dion Pereira,England,25/03/1999,180cm,Midfielder,2,0,2,,,,,,,,,,,0,,0,0,0,0,0,6,3,0,0,0%,,0,0,0,0,,0,0,3,0,0,1,0,1,100%,0,0,0,0,0,0,2,0,0,0,0,0%,0,
21957,Callum Wright,England,02/05/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21958,Zech Medley,England,09/07/2000,195cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
21964,Benjamín Garré,Argentina,11/07/2000,172cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
21998,Pedro Neto,Portugal,09/03/2000 (21),172cm,Forward,60,23,19,,,,,,,,,,,,,7,0,38,8,9,"1,368",22.8,,25,,,24,37,8,5,,,,,,,,14,253,,,8,0,2,6,1,0.13,0,0,78,27,35%,7,Wolverhampton Wanderers
22002,Will Ferry,Ireland,07/12/2000,176cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
22017,Brandon Fleming,England,03/12/1999,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
22018,Daniel Batty,England,10/12/1997,178cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
22040,Mario Vrancic,Bosnia & Herzegovina,23/05/1989,187cm,Midfielder,20,1,15,,,,,,,,,,,1,,3,0,13,1,0,452,22.6,16,27,59%,,5,10,3,2,,46,53,46,5,8,9,1,6,6%,3,1,0,1,0,0,0.05,0,0,14,3,21%,2,
22043,Ethan Pinnock,Jamaica,29/05/1993 (28),187cm,Defender,11,3,5,,,,,,,,,3,11,0,0,0,0,0,1,1,500,45.45,18,13,92%,0,1,17,39,22,0,48,74,30,4,53,22,2,10,20%,0,0,0,0,1,0,,,,,,,,Brentford
22046,Callum Paterson,Scotland,13/10/1994,183cm,Forward,27,8,16,,,,,,,,,,,,,4,0,41,4,1,552,20.44,,21,,,11,8,28,16,,,,,,,,4,23,,,10,1,2,1,1,0.15,0,0,41,8,20%,3,
22047,Christoph Zimmermann,Germany,12/01/1993 (28),194cm,Defender,17,2,10,,,,,,,,,3,27,0,0,3,0,9,0,1,661,38.88,46,32,66%,1,1,19,87,52,0,79,73,44,5,27,22,0,0,0%,0,0,0,0,0,0,,,,,,,,Norwich City
22052,Phil Ofosu-Ayeh,Ghana,15/09/1991,181cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
22542,Pascal Groß,Germany,15/06/1991 (30),181cm,Midfielder,134,30,57,,,,,,,,,,,0,,10,0,87,15,25,"4,711",35.16,272,156,51%,,47,62,73,25,,497,327,528,32,74,175,41,803,31%,20,28,2,12,1,3,0.11,5,1,137,49,36%,5,Brighton and Hove Albion
22543,Marlos Moreno,Colombia,20/09/1996,171cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
22546,Kiko Femenía,Spain,02/02/1991 (30),176cm,Defender,85,23,43,,,,,,,,,10,128,0,0,9,0,47,2,3,"2,800",32.94,102,158,63%,0,6,109,152,67,0,403,302,231,58,36,45,7,200,25%,1,7,0,2,0,0,,,,,,,,Watford
22547,Zhang Yuning,China,05/01/1997,185cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
22548,Marcelo Djaló,Guinea-Bissau,08/10/1993,193cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
22570,Steve Mounié,Benin,29/09/1994,190cm,Forward,59,10,37,,,,,,,,,,,,,3,1,60,9,4,"1,080",18.31,,20,,,16,12,44,33,,,,,,,,4,18,,,38,4,2,2,4,0.15,0,0,110,44,40%,9,
22575,Roque Mesa,Spain,07/06/1989,172cm,Midfielder,11,2,7,,,,,,,,,,,0,,3,0,14,0,0,486,44.18,27,20,65%,,2,13,6,3,,86,36,51,5,2,3,0,1,100%,0,0,0,0,0,0,11,0,0,7,1,14%,0,
22591,Abdelhamid Sabiri,Germany,28/11/1996,186cm,Midfielder,7,0,5,,,,,,,,,,,0,,1,0,4,0,1,106,15.14,2,7,71%,,3,2,2,0,,10,27,27,1,14,14,0,1,1%,0,1,0,0,0,0,7,0,0,5,0,5%,0,
22651,Marc Navarro,Spain,02/07/1995,188cm,Defender,2,1,1,,,,,,,,,0,2,0,0,0,0,1,0,0,23,11.5,1,4,50%,0,0,0,2,0,0,4,5,4,1,0,2,0,5,20%,0,0,0,0,0,0,,,,,,,,
22698,Ezgjan Alioski,North Macedonia,12/02/1992,173cm,Midfielder,36,18,13,,,,,,,,,,,0,,7,0,39,2,3,"1,377",38.25,30,74,42%,,7,23,40,21,,146,168,154,11,40,44,4,62,23%,1,6,0,0,2,1,0.06,0,0,25,8,32%,1,
22866,Juraj Kucka,Slovakia,26/02/1987 (34),186cm,Midfielder,10,3,6,,,,,,,,,,,0,,2,1,25,1,0,271,27.1,13,29,52%,,5,8,19,12,,55,80,83,7,24,23,0,7,7%,0,1,1,0,0,0,0.1,0,0,20,5,25%,0,Watford
22870,Patrick Cutrone,Italy,03/01/1998,183cm,Forward,14,5,4,,,,,,,,,,,,,0,0,5,2,0,61,4.36,,4,,,3,2,1,1,,,,,,,,1,6,,,4,0,1,1,0,0.14,0,0,12,4,33%,2,
22952,Víctor Camarasa,Spain,28/05/1994,183cm,Midfielder,33,8,21,,,,,,,,,,,0,,6,0,23,5,4,888,26.91,45,28,54%,,12,33,25,11,,168,110,154,34,20,31,4,121,34%,13,1,0,5,0,2,0.15,1,0,41,12,29%,2,
23033,Lucas Torreira,Uruguay,11/02/1996,168cm,Midfielder,63,28,15,,,,,,,,,,,0,,14,1,62,3,3,"2,493",39.57,94,96,57%,,10,75,53,22,,327,276,212,30,32,47,3,40,28%,4,0,0,3,0,1,0.05,0,0,46,12,26%,1,
23152,Kristoffer Klaesson,Norway,27/11/2000 (20),189cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leeds United
23194,Vitaly Janelt,Germany,10/05/1998 (23),184cm,Midfielder,8,2,3,,,,,,,,,,,0,,1,0,9,1,0,227,28.38,9,20,70%,,2,5,8,2,,28,36,21,1,8,4,0,10,20%,1,1,1,0,0,0,0.12,0,0,7,4,57%,1,Brentford
23199,Marco Stiepermann,Germany,09/02/1991,190cm,Forward,24,3,18,,,,,,,,,,,,,6,0,22,0,0,404,16.83,,20,,,7,5,16,12,,,,,,,,1,6,,,0,0,0,0,1,24,0,0,19,6,32%,0,
23396,Bruno Fernandes,Portugal,08/09/1994 (27),179cm,Midfielder,62,34,10,,,,,,,,,,,0,,11,0,64,30,22,"3,434",55.39,220,94,52%,,54,40,53,32,,271,241,351,46,22,65,28,288,24%,31,6,1,26,3,7,0.48,13,1,193,76,39%,13,Manchester United
23520,Loïc Damour,France,08/01/1991,180cm,Midfielder,2,1,1,,,,,,,,,,,0,,0,0,1,0,0,11,5.5,2,0,0%,,1,0,0,0,,1,1,2,0,1,0,0,0,0%,0,0,0,0,0,0,2,0,0,1,0,1%,0,
23556,Mathias Normann,Norway,28/05/1996 (25),179cm,Midfielder,7,1,4,,,,,,,,,,,0,,3,0,13,1,1,241,34.43,30,11,55%,,5,8,14,6,,35,46,36,13,10,7,1,18,33%,4,0,0,0,1,1,0.14,0,0,15,5,33%,0,Norwich City
23575,Filip Krovinovic,Croatia,29/08/1995,175cm,Midfielder,11,1,7,,,,,,,,,,,0,,0,0,5,0,0,360,32.73,15,13,77%,,3,4,2,0,,39,40,32,8,9,10,0,11,45%,0,0,0,0,0,0,11,0,0,8,2,25%,0,
23585,Álvaro Fernández,Spain,13/04/1998 (23),185cm,Goalkeeper,2,0,2,6,0,0,2,0,1,11,11,0,5,0,0,0,0,0,0,0,78,39,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brentford
23591,Bernardo,Brazil,14/05/1995,186cm,Defender,39,9,19,,,,,,,,,2,49,0,0,5,0,21,0,1,"1,189",30.49,37,99,68%,0,7,41,87,50,1,176,230,126,22,82,45,3,53,19%,0,6,0,0,0,0,,,,,,,,
23593,Ibrahima Konaté,France,25/05/1999 (22),194cm,Defender,3,2,0,,,,,,,,,2,2,0,0,0,0,2,0,0,179,59.67,5,4,50%,0,0,5,14,7,0,15,14,5,0,9,3,0,0,0%,1,0,0,0,0,0,,,,,,,,Liverpool
23599,Timo Werner,Germany,06/03/1996 (25),180cm,Forward,42,24,9,,,,,,,,,,,,,3,0,32,7,9,872,20.76,,22,,,24,8,8,3,,,,,,,,10,45,,,31,1,5,1,5,0.17,0,0,90,37,41%,20,Chelsea
23612,Cengiz Ünder,Turkey,14/07/1997,173cm,Forward,9,2,6,,,,,,,,,,,,,0,0,1,0,2,111,12.33,,4,,,7,2,0,0,,,,,,,,3,16,,,2,0,0,0,0,9,0,0,9,1,11%,0,
23615,Henry Onyekuru,Nigeria,05/06/1997,175cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23650,Arthur Okonkwo,England,09/09/2001 (20),198cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arsenal
23653,Aaron Pressley,Scotland,07/11/2001,189cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23659,Ben Winterbottom,England,16/07/2001,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23687,Ryan Longman,England,06/11/2000,180cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23695,Marcin Bulka,Poland,04/10/1999,199cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23696,Marcel Lavinier,Portugal,16/12/2000,180cm,Defender,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23697,Di'Shon Bernard,England,14/10/2000,189cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23702,Callum Hudson-Odoi,England,07/11/2000 (21),182cm,Forward,62,33,16,,,,,,,,,,,,,1,0,26,4,9,"1,363",21.98,,45,,,28,16,11,3,,,,,,,,15,159,,,13,0,4,0,2,0.06,0,0,58,17,29%,2,Chelsea
23703,Juan Familia-Castillo,Netherlands,13/01/2000,,Defender,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23704,Tariq Lamptey,England,30/09/2000 (21),,Defender,24,5,9,,,,,,,,,2,25,0,0,5,1,39,1,2,607,25.29,7,26,65%,0,4,38,26,13,0,100,116,121,33,10,22,5,70,24%,1,1,0,1,0,0,,,,,,,,Brighton and Hove Albion
23721,Henry Wise,England,01/01/2000,174cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23738,Stephen Duke-McKenna,Guyana,17/08/2000,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23739,Michael Collins,England,22/09/2000,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23742,Joseph Anderson,England,06/02/2001,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23743,Kyle John,England,13/02/2001,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23744,Fraser Hornby,Scotland,13/09/1999,195cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23747,Anthony Gordon,England,24/02/2001 (20),,Forward,22,7,9,,,,,,,,,,,,,1,0,15,0,1,230,10.45,,26,,,5,13,3,1,,,,,,,,0,16,,,3,0,0,0,0,22,0,0,12,2,17%,0,Swindon Town
23750,Ryan Astley,Wales,04/10/2001,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23759,Luca Ashby-Hammond,England,25/03/2001,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23768,Benjamin Davis,Thailand,24/11/2000,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23784,Thakgalo Leshabela,South Africa,18/09/1999,175cm,Midfielder,1,1,0,,,,,,,,,,,0,,0,0,0,0,0,7,7,0,0,0%,,0,0,0,0,,2,0,1,0,0,0,0,1,1%,0,0,0,0,0,0,1,0,0,0,0,0%,0,
23793,Calvin Bassey,England,31/12/1999,185cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23796,Luke Thomas,England,10/06/2001 (20),,Defender,21,9,10,,,,,,,,,3,29,0,0,2,0,13,1,1,751,35.76,19,32,63%,0,2,29,34,21,0,74,95,101,12,30,37,1,44,30%,0,0,0,0,1,0,,,,,,,,Leicester City
23797,Sidnei Tavares,Portugal,29/09/2001,,Midfielder,2,1,0,,,,,,,,,,,0,,0,0,1,0,0,26,13,0,1,100%,,0,0,0,0,,6,6,5,1,1,1,0,0,0%,0,0,0,0,0,0,2,0,0,1,1,100%,0,
23809,Thomas Clayton,Scotland,16/12/2000,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23810,Anthony Driscoll-Glennon,England,26/11/1999,181cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23811,Neco Williams,Wales,13/04/2001 (20),183cm,Defender,13,8,2,,,,,,,,,0,3,0,0,2,0,8,0,1,332,25.54,14,11,73%,0,6,15,7,3,0,32,39,34,12,9,10,1,38,13%,1,0,0,0,0,0,,,,,,,,Liverpool
23812,Morgan Boyes,Wales,22/04/2001,177cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23813,Rhys Williams,England,03/02/2001,,Defender,9,7,1,,,,,,,,,3,6,0,0,0,0,4,0,0,504,56,19,6,67%,0,2,6,26,19,0,34,38,12,0,30,8,0,0,0%,1,0,0,0,0,0,,,,,,,,
23815,Curtis Jones,England,30/01/2001 (20),185cm,Midfielder,35,19,6,,,,,,,,,,,0,,2,0,26,3,3,"1,311",37.46,32,25,52%,,12,22,11,4,,114,92,125,30,17,24,4,8,25%,2,1,0,3,0,1,0.09,0,0,31,12,39%,1,Liverpool
23817,Luis Longstaff,England,24/02/2001,168cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23820,Rafael Camacho,Portugal,22/05/2000,175cm,Midfielder,1,1,0,,,,,,,,,,,0,,0,0,0,0,0,0,1,0,1,1%,,0,0,0,0,,0,1,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0%,0,
23822,Liam Millar,Canada,27/09/1999,81cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23824,Louie Moulden,England,06/01/2002 (19),,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wolverhampton Wanderers
23826,Bobby Duncan,England,26/06/2001,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23827,Rabbi Matondo,Wales,09/09/2000,175cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23830,Dylan Levitt,Wales,17/11/2000,180cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23832,Ethan Laird,England,05/08/2001,177cm,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23834,Brandon Williams,England,03/09/2000 (21),171cm,Defender,27,12,9,,,,,,,,,4,27,0,0,8,0,20,1,0,868,32.15,19,32,75%,0,1,27,24,15,1,113,93,89,24,14,16,0,16,25%,1,1,0,1,0,0,,,,,,,,Norwich City
23835,D'Mani Mellor,England,20/09/2000,,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,
23837,George Broadbent,England,30/09/2000,188cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23841,James Garner,England,13/03/2001,186cm,Midfielder,2,2,0,,,,,,,,,,,0,,0,0,0,0,0,15,7.5,1,0,0%,,0,0,1,0,,2,1,1,0,0,0,0,0,0%,0,0,0,0,0,0,2,0,0,0,0,0%,0,
23853,Jon McCracken,Scotland,24/05/2000,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23869,Jack Bycroft,England,21/09/2001,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23872,Christoph Klarer,Austria,14/06/2000,191cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23873,Oludare Olufunwa,England,29/07/2001,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
23875,Kornelius Normann Hansen,Norway,06/05/2001,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23901,Tom Smith,England,30/01/2002,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23903,Bali Mumba,England,01/10/2001 (20),,Defender,1,0,1,,,,,,,,,0,3,0,0,0,0,0,0,0,9,9,0,1,100%,0,0,0,5,2,0,2,1,2,0,0,1,0,0,0%,1,0,0,0,0,0,,,,,,,,Norwich City
23911,Sam Greenwood,England,26/01/2002 (19),185cm,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,Leeds United
23914,Nathan Shepperd,Wales,10/09/2000,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23941,Josh Oluwayemi,England,13/03/2001,,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23946,Paris Maghoma,England,08/05/2001 (20),,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,Brentford
23948,Brooklyn Lyons-Foster,England,01/12/2000 (20),,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,Tottenham Hotspur
23951,Jamie Bowden,Ireland,09/07/2001,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
23952,Dilan Markanday,England,20/08/2001 (20),,Forward,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0%,0,Tottenham Hotspur
23955,Jubril Okedina,England,26/10/2000,,Defender,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
